"dgp","model","k","n_trees","nu","q","min_node_size","sample_fraction","mtry","weights_method","rmse_rel","coverage","ci_rel"
"dgp40","bart_ps-bart",5,100,10,0.75,NA,NA,NA,NA,0.019915544469214,0.95,0.0785516419242965
"dgp40","bart_ps-bart",5,200,3,0.9,NA,NA,NA,NA,0.0199733278952171,0.95,0.0773686901534444
"dgp40","bart_ps-bart",5,200,3,0.99,NA,NA,NA,NA,0.0197605432424171,0.95,0.0764241230742241
"dgp40","bart_ps-bart",5,200,10,0.75,NA,NA,NA,NA,0.0191934951243278,0.95,0.0799925995343681
"dgp40","bart_ps-glm",1,75,3,0.9,NA,NA,NA,NA,0.0214805329001529,0.95,0.0805246621368442
"dgp40","bart_ps-glm",1,75,3,0.99,NA,NA,NA,NA,0.0200122853832884,0.95,0.0813074596082085
"dgp40","bart_ps-glm",1,75,10,0.75,NA,NA,NA,NA,0.021325085068329,0.95,0.083112780466821
"dgp40","bart_ps-glm",1,100,3,0.9,NA,NA,NA,NA,0.0201483359685724,0.95,0.0800229396185897
"dgp40","bart_ps-glm",1,100,3,0.99,NA,NA,NA,NA,0.0218104842615532,0.9,0.0778501650104267
"dgp40","bart_ps-glm",1,100,10,0.75,NA,NA,NA,NA,0.0202069122274034,0.9,0.0821438869981056
"dgp40","bart_ps-glm",1,200,3,0.9,NA,NA,NA,NA,0.0213046434227078,0.95,0.0807534249708064
"dgp40","bart_ps-glm",1,200,3,0.99,NA,NA,NA,NA,0.0206017855019139,0.95,0.0813878275959682
"dgp40","bart_ps-glm",1,200,10,0.75,NA,NA,NA,NA,0.0219567987350173,0.95,0.0829151624057573
"dgp40","bart_ps-glm",2,75,3,0.9,NA,NA,NA,NA,0.019399672662633,0.95,0.0771008514564195
"dgp40","bart_ps-glm",2,75,3,0.99,NA,NA,NA,NA,0.0202638880501517,0.95,0.0791279780782263
"dgp40","bart_ps-glm",2,75,10,0.75,NA,NA,NA,NA,0.020542974872458,0.95,0.0799220597242377
"dgp40","bart_ps-glm",2,100,3,0.9,NA,NA,NA,NA,0.0212244985630456,0.9,0.0774161756670144
"dgp40","bart_ps-glm",2,100,3,0.99,NA,NA,NA,NA,0.0213537128499601,0.9,0.0773199239139926
"dgp40","bart_ps-glm",2,100,10,0.75,NA,NA,NA,NA,0.0200132086568423,0.95,0.0793835099424128
"dgp40","bart_ps-glm",2,200,3,0.9,NA,NA,NA,NA,0.0218848824382103,0.9,0.076664184336585
"dgp40","bart_ps-glm",2,200,3,0.99,NA,NA,NA,NA,0.0209863135395859,0.95,0.0759656988716339
"dgp40","bart_ps-glm",2,200,10,0.75,NA,NA,NA,NA,0.0208130025187424,0.95,0.0791268874239922
"dgp40","bart_ps-glm",3,75,3,0.9,NA,NA,NA,NA,0.0214227950938461,0.9,0.0765681026050974
"dgp40","bart_ps-glm",3,75,3,0.99,NA,NA,NA,NA,0.0205649934694069,0.95,0.0772932844496496
"dgp40","bart_ps-glm",3,75,10,0.75,NA,NA,NA,NA,0.0199527432634299,0.95,0.0785546770351964
"dgp40","bart_ps-glm",3,100,3,0.9,NA,NA,NA,NA,0.0204411729113635,0.95,0.0755012566727229
"dgp40","bart_ps-glm",3,100,3,0.99,NA,NA,NA,NA,0.0201536436776366,0.95,0.0755079889027734
"dgp40","bart_ps-glm",3,100,10,0.75,NA,NA,NA,NA,0.0196713278268757,0.95,0.077710942863994
"dgp40","bart_ps-glm",3,200,3,0.9,NA,NA,NA,NA,0.0207418704234461,0.95,0.0745579233434267
"dgp40","bart_ps-glm",3,200,3,0.99,NA,NA,NA,NA,0.0207662363389215,0.95,0.0742090988625733
"dgp40","bart_ps-glm",3,200,10,0.75,NA,NA,NA,NA,0.0210413260904659,0.95,0.077348507170976
"dgp40","bart_ps-glm",5,75,3,0.9,NA,NA,NA,NA,0.0198171598263739,0.95,0.0760689938536103
"dgp40","bart_ps-glm",5,75,3,0.99,NA,NA,NA,NA,0.019082984258875,0.95,0.0762418177457615
"dgp40","bart_ps-glm",5,75,10,0.75,NA,NA,NA,NA,0.0193154268855917,0.95,0.0783771648146152
"dgp40","bart_ps-glm",5,100,3,0.9,NA,NA,NA,NA,0.0201037118675797,0.95,0.0759150463674548
"dgp40","bart_ps-glm",5,100,3,0.99,NA,NA,NA,NA,0.0186075857786975,0.95,0.0755334574339035
"dgp40","bart_ps-glm",5,100,10,0.75,NA,NA,NA,NA,0.019694587002799,0.95,0.0784796036431853
"dgp40","bart_ps-glm",5,200,3,0.9,NA,NA,NA,NA,0.0199565630650912,0.95,0.0757264210299076
"dgp40","bart_ps-glm",5,200,3,0.99,NA,NA,NA,NA,0.0201441546986164,0.95,0.075431677107021
"dgp40","bart_ps-glm",5,200,10,0.75,NA,NA,NA,NA,0.0191977420882341,0.95,0.0783232234861574
"dgp40","bart_s-learner",1,75,3,0.9,NA,NA,NA,NA,0.0204933358423701,0.95,0.0821571869455863
"dgp40","bart_s-learner",1,75,3,0.99,NA,NA,NA,NA,0.0217082514243949,0.9,0.0810187223015602
"dgp40","bart_s-learner",1,75,10,0.75,NA,NA,NA,NA,0.0198911351538776,0.95,0.0826989551840596
"dgp40","bart_s-learner",1,100,3,0.9,NA,NA,NA,NA,0.0197230850322541,0.95,0.0811900449703299
"dgp40","bart_s-learner",1,100,3,0.99,NA,NA,NA,NA,0.0208040919955473,0.95,0.0789571682204011
"dgp40","bart_s-learner",1,100,10,0.75,NA,NA,NA,NA,0.0197257705176213,0.95,0.0826993480065391
"dgp40","bart_s-learner",1,200,3,0.9,NA,NA,NA,NA,0.0209989306325145,0.95,0.0806619741969537
"dgp40","bart_s-learner",1,200,3,0.99,NA,NA,NA,NA,0.0196147197523241,0.95,0.0816604401181374
"dgp40","bart_s-learner",1,200,10,0.75,NA,NA,NA,NA,0.0214118519140688,0.95,0.0818900901989078
"dgp40","bart_s-learner",2,75,3,0.9,NA,NA,NA,NA,0.0193972305480358,0.95,0.0779612129766933
"dgp40","bart_s-learner",2,75,3,0.99,NA,NA,NA,NA,0.0207471765111381,0.95,0.077318761914393
"dgp40","bart_s-learner",2,75,10,0.75,NA,NA,NA,NA,0.0202234111854215,0.95,0.081834409761092
"dgp40","bart_s-learner",2,100,3,0.9,NA,NA,NA,NA,0.0188255490178671,0.95,0.0775185244516245
"dgp40","bart_s-learner",2,100,3,0.99,NA,NA,NA,NA,0.0210727722473472,0.9,0.0772463011946203
"dgp40","bart_s-learner",2,100,10,0.75,NA,NA,NA,NA,0.0201997029526768,0.95,0.0808195225783493
"dgp40","bart_s-learner",2,200,3,0.9,NA,NA,NA,NA,0.020449233494997,0.95,0.0757052480302131
"dgp40","bart_s-learner",2,200,3,0.99,NA,NA,NA,NA,0.0204272447113851,0.95,0.0759222169122243
"dgp40","bart_s-learner",2,200,10,0.75,NA,NA,NA,NA,0.0201122119243154,0.95,0.0787608883005436
"dgp40","bart_s-learner",3,75,3,0.9,NA,NA,NA,NA,0.0203807741497923,0.95,0.076681697259389
"dgp40","bart_s-learner",3,75,3,0.99,NA,NA,NA,NA,0.0204233559377596,0.95,0.0768214919760418
"dgp40","bart_s-learner",3,75,10,0.75,NA,NA,NA,NA,0.0208382235250826,0.95,0.0789896775068176
"dgp40","bart_s-learner",3,100,3,0.9,NA,NA,NA,NA,0.0202417625877838,0.95,0.0746830233069423
"dgp40","bart_s-learner",3,100,3,0.99,NA,NA,NA,NA,0.0201639673866619,0.95,0.0751348770951698
"dgp40","bart_s-learner",3,100,10,0.75,NA,NA,NA,NA,0.0204035256747494,0.95,0.0776142912622052
"dgp40","bart_s-learner",3,200,3,0.9,NA,NA,NA,NA,0.0198209706559998,0.95,0.0738534507082066
"dgp40","bart_s-learner",3,200,3,0.99,NA,NA,NA,NA,0.019433938626847,0.95,0.0736563000031832
"dgp40","bart_s-learner",3,200,10,0.75,NA,NA,NA,NA,0.0212259351452494,0.95,0.0773595241471485
"dgp40","bart_s-learner",5,75,3,0.9,NA,NA,NA,NA,0.020288758585223,0.95,0.0759650125604513
"dgp40","bart_s-learner",5,75,3,0.99,NA,NA,NA,NA,0.0194510768739184,0.95,0.0752378345156468
"dgp40","bart_s-learner",5,75,10,0.75,NA,NA,NA,NA,0.0202663438505207,0.95,0.0791639560407931
"dgp40","bart_s-learner",5,100,3,0.9,NA,NA,NA,NA,0.0190769660532353,0.95,0.0737535862400781
"dgp40","bart_s-learner",5,100,3,0.99,NA,NA,NA,NA,0.0177637365625353,0.95,0.0751947040165513
"dgp40","bart_s-learner",5,100,10,0.75,NA,NA,NA,NA,0.0195681981970941,0.95,0.0772474857820376
"dgp40","bart_s-learner",5,200,3,0.9,NA,NA,NA,NA,0.0193519923583588,0.95,0.075345280044347
"dgp40","bart_s-learner",5,200,3,0.99,NA,NA,NA,NA,0.0192611620713381,0.95,0.074967870627495
"dgp40","bart_s-learner",5,200,10,0.75,NA,NA,NA,NA,0.0195690268447188,0.95,0.0777580424944937
"dgp40","bart_t-learner",1,75,3,0.9,NA,NA,NA,NA,0.0351409765918157,0.85,0.102733848640437
"dgp40","bart_t-learner",1,75,3,0.99,NA,NA,NA,NA,0.0357483402736671,0.9,0.103121047731265
"dgp40","bart_t-learner",1,75,10,0.75,NA,NA,NA,NA,0.0345783747449262,0.85,0.109653123860314
"dgp40","bart_t-learner",1,100,3,0.9,NA,NA,NA,NA,0.0362411905200756,0.8,0.108220592640248
"dgp40","bart_t-learner",1,100,3,0.99,NA,NA,NA,NA,0.035892778576953,0.85,0.103021120293412
"dgp40","bart_t-learner",1,100,10,0.75,NA,NA,NA,NA,0.0364291362575351,0.9,0.112902326409659
"dgp40","bart_t-learner",1,200,3,0.9,NA,NA,NA,NA,0.0369246689672232,0.85,0.118434088725193
"dgp40","bart_t-learner",1,200,3,0.99,NA,NA,NA,NA,0.037306601837305,0.85,0.118520105632825
"dgp40","bart_t-learner",1,200,10,0.75,NA,NA,NA,NA,0.0347685673635753,0.9,0.129703811648871
"dgp40","bart_t-learner",2,75,3,0.9,NA,NA,NA,NA,0.0364573166279183,0.85,0.0883189626656172
"dgp40","bart_t-learner",2,75,3,0.99,NA,NA,NA,NA,0.0372670158877709,0.85,0.0877223882937545
"dgp40","bart_t-learner",2,75,10,0.75,NA,NA,NA,NA,0.0379419253415921,0.9,0.0924316946396187
"dgp40","bart_t-learner",2,100,3,0.9,NA,NA,NA,NA,0.0363196960685135,0.85,0.0895246831412
"dgp40","bart_t-learner",2,100,3,0.99,NA,NA,NA,NA,0.0369098936026926,0.85,0.0877695023053443
"dgp40","bart_t-learner",2,100,10,0.75,NA,NA,NA,NA,0.0363630151423365,0.9,0.0936307388563827
"dgp40","bart_t-learner",2,200,3,0.9,NA,NA,NA,NA,0.0353879466210762,0.8,0.0909357427629266
"dgp40","bart_t-learner",2,200,3,0.99,NA,NA,NA,NA,0.0357807636078103,0.8,0.0902474277206556
"dgp40","bart_t-learner",2,200,10,0.75,NA,NA,NA,NA,0.0357186436210358,0.9,0.0986473019879507
"dgp40","bart_t-learner",3,75,3,0.9,NA,NA,NA,NA,0.0363152435510194,0.9,0.0831402386966142
"dgp40","bart_t-learner",3,75,3,0.99,NA,NA,NA,NA,0.0372206106726976,0.9,0.0834237727722439
"dgp40","bart_t-learner",3,75,10,0.75,NA,NA,NA,NA,0.036556807165687,0.9,0.0899910914468369
"dgp40","bart_t-learner",3,100,3,0.9,NA,NA,NA,NA,0.0361803881874865,0.85,0.0864290790641468
"dgp40","bart_t-learner",3,100,3,0.99,NA,NA,NA,NA,0.0361093233750255,0.85,0.0852391691049878
"dgp40","bart_t-learner",3,100,10,0.75,NA,NA,NA,NA,0.0358673123691278,0.9,0.091000466970749
"dgp40","bart_t-learner",3,200,3,0.9,NA,NA,NA,NA,0.0337740789764997,0.9,0.0907482494362522
"dgp40","bart_t-learner",3,200,3,0.99,NA,NA,NA,NA,0.0334997469201473,0.9,0.0912201980732505
"dgp40","bart_t-learner",3,200,10,0.75,NA,NA,NA,NA,0.0340657102589914,0.95,0.0966361913424337
"dgp40","bart_t-learner",5,75,3,0.9,NA,NA,NA,NA,0.0310835235162667,0.95,0.111762236972206
"dgp40","bart_t-learner",5,75,3,0.99,NA,NA,NA,NA,0.0309037674519849,0.9,0.111716877737237
"dgp40","bart_t-learner",5,75,10,0.75,NA,NA,NA,NA,0.0317345873393875,0.95,0.111890448831874
"dgp40","bart_t-learner",5,100,3,0.9,NA,NA,NA,NA,0.0315267023720261,0.95,0.120394323502504
"dgp40","bart_t-learner",5,100,3,0.99,NA,NA,NA,NA,0.0318990799910965,0.95,0.11914313397019
"dgp40","bart_t-learner",5,100,10,0.75,NA,NA,NA,NA,0.0314009612328845,0.95,0.119266281382022
"dgp40","bart_t-learner",5,200,3,0.9,NA,NA,NA,NA,0.0378749505267318,0.95,0.145485292564434
"dgp40","bart_t-learner",5,200,3,0.99,NA,NA,NA,NA,0.0379917028688848,0.95,0.144501087694827
"dgp40","bart_t-learner",5,200,10,0.75,NA,NA,NA,NA,0.0359465479482211,0.95,0.141874176354621
"dgp40","causal_forest",NA,NA,NA,NA,5,0.3,8,NA,0.0784438172454969,1,0.268155711655712
"dgp40","causal_forest",NA,NA,NA,NA,5,0.3,11,NA,0.0737126657727565,1,0.261711190023951
"dgp40","causal_forest",NA,NA,NA,NA,5,0.3,22,NA,0.0693156353295978,1,0.252528549484196
"dgp40","causal_forest",NA,NA,NA,NA,5,0.5,8,NA,0.068822183874137,1,0.248162016193076
"dgp40","causal_forest",NA,NA,NA,NA,5,0.5,11,NA,0.0601671846893051,1,0.24180133014693
"dgp40","causal_forest",NA,NA,NA,NA,5,0.5,22,NA,0.0548396632687518,1,0.227799990555569
"dgp40","causal_forest",NA,NA,NA,NA,10,0.3,8,NA,0.077290388157248,1,0.266835004813311
"dgp40","causal_forest",NA,NA,NA,NA,10,0.3,11,NA,0.0748258295403362,1,0.26073141835359
"dgp40","causal_forest",NA,NA,NA,NA,10,0.3,22,NA,0.0686546140703474,1,0.25202739697486
"dgp40","causal_forest",NA,NA,NA,NA,10,0.5,8,NA,0.0679698833523372,1,0.251613818100146
"dgp40","causal_forest",NA,NA,NA,NA,10,0.5,11,NA,0.0633046945589077,1,0.240830719679236
"dgp40","causal_forest",NA,NA,NA,NA,10,0.5,22,NA,0.0643094937703294,1,0.234302764670039
"dgp40","causal_forest",NA,NA,NA,NA,20,0.3,8,NA,0.0771427672005972,1,0.266020148134642
"dgp40","causal_forest",NA,NA,NA,NA,20,0.3,11,NA,0.0755356741717187,1,0.261449104282375
"dgp40","causal_forest",NA,NA,NA,NA,20,0.3,22,NA,0.0706248839627701,1,0.251343330774729
"dgp40","causal_forest",NA,NA,NA,NA,20,0.5,8,NA,0.0705221422500407,1,0.253561737798555
"dgp40","causal_forest",NA,NA,NA,NA,20,0.5,11,NA,0.0638621615712719,1,0.240504333107243
"dgp40","causal_forest",NA,NA,NA,NA,20,0.5,22,NA,0.0607101975605971,1,0.234282353422264
"dgp40","causal_forest",NA,NA,NA,NA,50,0.3,8,NA,0.0797324072009333,1,0.268242864515511
"dgp40","causal_forest",NA,NA,NA,NA,50,0.3,11,NA,0.0781439119598199,1,0.263531610980516
"dgp40","causal_forest",NA,NA,NA,NA,50,0.3,22,NA,0.0716716056286948,1,0.253351354521346
"dgp40","causal_forest",NA,NA,NA,NA,50,0.5,8,NA,0.0673817544279698,1,0.248380513321902
"dgp40","causal_forest",NA,NA,NA,NA,50,0.5,11,NA,0.0643953332959346,1,0.243029106010457
"dgp40","causal_forest",NA,NA,NA,NA,50,0.5,22,NA,0.0566360733519651,1,0.231424977076797
